,country,article_name,revision_id,article_quality,Geography,Population mid-2018 (millions)
41400,Saint Vincent and the Grenadines,Ralph Gonsalves,804164057,Stub,,
41432,"Congo, Dem. Rep. of",Joseph Kasa-Vubu,804197745,Stub,,
41500,South African Republic,Ben Viljoen,804250196,Stub,,
41534,Chechen,President of Ichkeria,804275742,Stub,,
41536,Chechen,Said-Khasanom Abumuslimov,804276832,Stub,,
41537,Chechen,Vakha Arsanov,804276940,Stub,,
41538,Cape Colony,Lowry Cole,804277547,Stub,,
41539,Chechen,Shamil Basayev,804277603,Stub,,
41540,Chechen,Supyan Abdullayev,804277842,Stub,,
41547,Chechen,Zelimkhan Yandarbiyev,804279009,Stub,,
41548,Chechen,Aslan Maskhadov,804279119,Stub,,
41549,Chechen,Abdul-Halim Sadulayev,804279165,Stub,,
41550,Chechen,Dokka Umarov,804279341,Stub,,
41560,Palestinian Territory,10 agorot controversy,804292510,Stub,,
41577,Samoan,Malietoa Tanumafili II,804303257,Stub,,
41647,"Congo, Dem. Rep. of",Frédéric Kibassa Maliba,804359582,Stub,,
41654,Cape Colony,"Sir David Baird, 1st Baronet",804362436,Stub,,
41663,Jersey,Alan Simon Crowcroft,804372746,Stub,,
41669,Samoan,Fuimaono Naoia Tei,804379271,Stub,,
41670,Samoan,Fuiono Senio,804379277,Stub,,
41708,Faroese,Elsebeth Mercedis Gunnleygsdóttur,804422035,Stub,,
41773,French Guiana,Félix Éboué,804473743,Stub,,
41800,Cape Colony,James Rose Innes,804497413,Stub,,
41843,Incan,Túpac Katari,804527512,Stub,,
41846,Salvadoran,Mauricio Funes,804528819,Stub,,
41851,Guernsey,Havilland de Sausmarez,804532628,Stub,,
41863,Salvadoran,Vice President of El Salvador,804538892,Stub,,
41888,Chechen,Tapa Tchermoeff,804557776,Stub,,
41899,Czech Republic,Václav Havel,804569724,Stub,,
41915,Czech Republic,Pavel Fischer,804582256,Stub,,
41922,"Congo, Dem. Rep. of",Tabu Ley Rochereau,804587534,Stub,,
41923,Hondura,Gabriela Nuñez,804587565,Stub,,
41930,Czech Republic,Eva Tylová,804591494,Stub,,
41943,Salvadoran,Francisco Flores Pérez,804606321,Stub,,
41949,Ossetian,Vyacheslav Bitarov,804609656,Stub,,
41950,Ossetian,Tamerlan Aguzarov,804609900,Stub,,
41980,Rhodesian,Godfrey Chidyausiku,804650400,Stub,,
41983,Swaziland,Tsandzile Dlamini,804656330,Stub,,
42041,"Congo, Dem. Rep. of",Leonard Mashako Mamba,804709167,Stub,,
42043,South African Republic,Krugerrand,804713000,Stub,,
42045,Czech Republic,Dana Jurásková,804715205,Stub,,
42046,Czech Republic,Svatopluk Němeček,804715467,Stub,,
42080,Rhodesian,Richard Hope Hall,804743937,Stub,,
42137,Rhodesian,Crosaire,804806363,Stub,,
42144,Salvadoran,José Napoleón Duarte,804809409,Stub,,
42156,South Korean,Sim Sang-jung,804816596,Stub,,
42158,South Korean,Kim So-yeon (activist),804817210,Stub,,
42167,Czech Republic,Richard Brabec,804820949,Stub,,
42213,Saint Kitts and Nevis,Governor-General of Saint Kitts and Nevis,804862608,Stub,,
42218,Czech Republic,Jan Fischer (politician),804868436,Stub,,
42220,Czech Republic,Martin Pecina,804869147,Stub,,
42226,Czech Republic,Vlasta Parkanová,804871394,Stub,,
42234,Rhodesian,Gaston Thornicroft,804877226,Stub,,
42235,Czech Republic,Martin Bursík,804879673,Stub,,
42291,Palestinian Territory,2000 Camp David Summit,804914588,Stub,,
42339,Palestinian Territory,Amin al-Husseini,804940228,Stub,,
42356,Saint Kitts and Nevis,Cuthbert Sebastian,804942241,Stub,,
42360,"Congo, Dem. Rep. of",Franck Mwe di Malila,804943836,Stub,,
42419,Palestinian Territory,Adel Zawati,804957442,Stub,,
42424,South Korean,Yi Yun-yong,804962117,Stub,,
42425,South Korean,Byeon Yeong-tae,804962160,Stub,,
42426,South Korean,Lee Beom-seok (foreign minister),804962170,Stub,,
42434,East Timorese,Vicente Guterres,804966906,Stub,,
42438,South Korean,Yoo Chang-soon,804968129,Stub,,
42439,South Korean,Lee Hyun-jae,804968364,Stub,,
42440,South Korean,Hyun Soong-jong,804968483,Stub,,
42446,South Korean,Yun Byung-se,804971432,Stub,,
42447,South Korean,Kim Sung-hwan (politician),804971477,Stub,,
42449,South Korean,Kim Suk-soo,804971686,Stub,,
42450,South Korean,Kim Hwang-sik,804971888,Stub,,
42452,South Korean,Chang Sang,804972263,Stub,,
42493,Salvadoran,Armando Calderón Sol,804991452,Stub,,
42567,Czech Republic,Lubomír Zaorálek,805037426,Stub,,
42569,"Congo, Dem. Rep. of",Mobutu Sese Seko,805038023,Stub,,
42575,Ivorian,Amadou Gon Coulibaly,805044583,Stub,,
42587,South Korean,Chang Taek-sang,805053478,Stub,,
42590,Hondura,Augusto Coello,805055004,Stub,,
42602,Abkhazia,Gennadi Berulava,805063877,Stub,,
42627,Czech Republic,Radola Gajda,805084705,Stub,,
42630,"Congo, Dem. Rep. of",Maurice Mpolo,805086693,Stub,,
42693,Jersey,William Bailhache,805135198,Stub,,
42694,Jersey,Michael Birt (barrister),805136001,Stub,,
42695,Jersey,Frank Ereaut,805136113,Stub,,
42696,Jersey,Robert Pipon Marett,805136184,Stub,,
42743,Cape Colony,Nicolaas Frederic de Waal,805157563,Stub,,
42746,South Korean,"List of members of the South Korean Constituent Assembly, 1948–50",805158721,Stub,,
42766,Czech Republic,Karel Schwarzenberg,805176779,Stub,,
42770,Czech Republic,Vlasta Svobodová,805179298,Stub,,
42778,East Timorese,Rui Maria de Araújo,805183458,Stub,,
42872,Hondura,George Romeo Silvestri,805248828,Stub,,
42917,"Congo, Dem. Rep. of",Georges Minsay Booka,805279692,Stub,,
42943,South Korean,Lim Su-kyung,805293256,Stub,,
42955,Palestinian Territory,Omar Barghouti,805306238,Stub,,
42969,Palestinian Territory,Arab Money,805321868,Stub,,
43014,Czech Republic,Ondřej Přikryl,805352758,Stub,,
43017,Salvadoran,Fidel Sánchez Hernández,805353238,Stub,,
43036,"Congo, Dem. Rep. of",Germain Katanga,805368981,Stub,,
43039,Rhodesian,"James Graham, 7th Duke of Montrose",805372073,Stub,,
43141,Czech Republic,Milada Horáková,805439919,Stub,,
43142,Palestinian Territory,Ghassan Khatib,805441005,Stub,,
43214,Salvadoran,Rafael Antonio Gutiérrez,805474907,Stub,,
43215,Incan,Hilaria Supa,805475200,Stub,,
43255,Jersey,Freddie Cohen,805499715,Stub,,
43303,"Congo, Dem. Rep. of",Daniel Kanza,805523382,Stub,,
43372,Saint Lucian,Michael Pilgrim,805577053,Stub,,
43438,Hondura,Salvador Nasralla,805625721,Stub,,
43482,Cook Island,Pa Tepaeru Terito Ariki,805657875,Stub,,
43507,Cape Colony,"John Charles Molteno, Jr.",805678535,Stub,,
43610,Guernsey,Edmund Andros,805755298,Stub,,
43637,Abkhazia,Guram Gabiskiria,805775169,Stub,,
43671,Chechen,Umar Dzhabrailov,805794113,Stub,,
43709,Palestinian Territory,Ahmad Toukan,805811873,Stub,,
43730,Czech Republic,Martin Holcát,805824502,Stub,,
43747,"Congo, Dem. Rep. of",Gilbert Pongo,805835265,Stub,,
43750,Somaliland,Muhammad Haji Ibrahim Egal,805840190,Stub,,
43806,Chechen,Ramzan Kadyrov,805869321,Stub,,
43810,Rojava,Hediya Yousef,805873719,Stub,,
43811,Rojava,Mansur Selum,805873803,Stub,,
43872,"Congo, Dem. Rep. of",Laurent-Désiré Kabila,805923394,Stub,,
43887,South African Republic,Kruger National Park,805927999,Stub,,
43915,Saint Lucian,Allen Chastanet,805945778,Stub,,
43917,Czech Republic,Alena Dernerová,805946007,Stub,,
43926,South Korean,Ki Dong-min,805956890,Stub,,
43939,Rhodesian,Ahrn Palley,805960143,Stub,,
43945,Palauan,Baklai Temengil,805961817,Stub,,
43946,Cape Colony,"Alfred Milner, 1st Viscount Milner",805962015,Stub,,
43953,Abkhazia,Nestor Lakoba,805967589,Stub,,
43973,Hondura,Edmundo Orellana,805984131,Stub,,
43982,South Korean,Shin Sung-mo,805991409,Stub,,
44008,Salvadoran,Irma Dimas,806010405,C,,
44012,Faroese,Annita á Fríðriksmørk,806011231,C,,
44065,Czech Republic,Marian Jurečka,806049453,C,,
44072,Samoan,O le Ao o le Malo,806055721,C,,
44075,Salvadoran,Manuel José Arce,806057984,C,,
44096,"Congo, Dem. Rep. of",Prospère Mushobekwa,806071312,C,,
44100,South Korean,Chun Jung-bae,806073279,C,,
44102,South Korean,"List of members of the National Assembly (South Korea), 2012–2016",806073996,C,,
44114,Czech Republic,Pavel Bělobrádek,806085100,C,,
44140,Salvadoran,President of El Salvador,806101149,C,,
44167,South Korean,Han Duck-soo,806124709,C,,
44184,East Timorese,Francisco Guterres,806140876,C,,
44192,South Korean,Roh Tae-woo,806145466,C,,
44199,Rhodesian,Allan Savory,806153816,C,,
44260,Hondura,Rafael Pineda Ponce,806178799,C,,
44266,South Korean,Han Myeong-sook,806182207,C,,
44274,South Korean,Choo Mi-ae,806184478,C,,
44281,"Congo, Dem. Rep. of",Eugène Serufuli Ngayabaseka,806189185,C,,
44282,"Congo, Dem. Rep. of",Julien Paluku Kahongya,806189633,C,,
44336,Ivorian,Alassane Ouattara,806218350,C,,
44356,Czech Republic,Dan Ťok,806231200,C,,
44390,Tokelauan,Jonathan Kings,806257719,C,,
44392,Tokelauan,Administrator of Tokelau,806258588,C,,
44427,Ivorian,Hortense Aka-Anghui,806287770,C,,
44503,South Korean,Na Kyung-won,806319565,C,,
44548,Cape Colony,Gordon Sprigg,806340214,C,,
44587,Palestinian Territory,Khalil al-Wazir,806359448,C,,
44608,"Congo, Dem. Rep. of",List of mayors of Goma,806372703,C,,
44625,"Congo, Dem. Rep. of",Victor Nendaka Bika,806383479,C,,
44650,South Korean,Min Byung-doo,806399005,C,,
44665,Saint Lucian,Governor-General of Saint Lucia,806408228,C,,
44673,Montserratian,Governor of Montserrat,806415676,C,,
44685,Ivorian,Dagobert Banzio,806421729,C,,
44710,Martinique,Henry Jean-Baptiste,806431975,C,,
44724,South Korean,Choe Kwang-shik,806439224,C,,
44747,South Korean,Choi Kyu-hah,806462613,C,,
44781,Czech Republic,Jiří Dienstbier,806490518,C,,
44818,Czech Republic,Rudolf Slánský,806504904,C,,
44831,South Korean,Won Sei-hoon,806511942,C,,
44832,South Korean,Won Yoo-chul,806512047,C,,
44848,"Congo, Dem. Rep. of",Antoine Gizenga cabinet,806524828,C,,
44861,Rhodesian,Ian Smith,806532780,C,,
44865,Czech Republic,Alexandr Vondra,806537585,C,,
44868,Czech Republic,Jaroslav Šedivý,806538241,C,,
44869,Czech Republic,Cyril Svoboda,806538320,C,,
44872,Czech Republic,Jan Kohout,806539480,C,,
44884,"Congo, Dem. Rep. of",André Lubaya,806545614,C,,
44886,Guadeloupe,Gratien Candace,806546383,C,,
44908,South Korean,Kim Boo-kyum,806555857,C,,
44913,Czech Republic,Miloš Vystrčil,806558617,C,,
44916,Greenlandic,Mimi Karlsen,806560929,C,,
44924,Czech Republic,Alois Eliáš,806566913,C,,
44931,Czech Republic,Jan Skopeček (politician),806569308,C,,
44950,Czech Republic,Miloslav Ludvík,806586185,C,,
44954,South Korean,Baek Du-jin,806590508,C,,
45011,Czech Republic,Martin Kupka,806636602,Start,,
45056,Cape Colony,Cecil Rhodes,806647373,Start,,
45063,Czech Republic,Matěj Stropnický,806650264,Start,,
45083,Omani,"Thuwaini bin Said, Sultan of Muscat and Oman",806665440,Start,,
45089,Niuean,Joan Viliamu,806666816,Start,,
45096,Czech Republic,Petr Šimerka,806669645,Start,,
45097,Czech Republic,Jaromír Drábek,806669709,Start,,
45098,Czech Republic,Ludmila Müllerová,806669752,Start,,
45104,Czech Republic,Jan Veleba (politician),806672899,Start,,
45105,Czech Republic,František Ringo Čech,806673245,Start,,
45108,Czech Republic,Michaela Marksová,806673585,Start,,
45162,Czech Republic,Robert Pelikán,806708361,Start,,
45163,Czech Republic,Karla Šlechtová,806708532,Start,,
45181,Czech Republic,Stanislav Gross,806720477,Start,,
45195,Czech Republic,Martin Stropnický,806729653,Start,,
45196,Montserratian,Tony Abbott (governor),806730593,Start,,
45197,Salvadoran,José Matías Delgado,806731535,Start,,
45207,Cook Island,Tom Marsters,806739780,Start,,
45225,South Korean,"List of members of the National Assembly (South Korea), 2016–present",806749773,Start,,
45240,Czech Republic,Leoš Heger,806751902,Start,,
45264,Incan,Túpac Amaru II,806761543,Start,,
45328,Hondura,Selvin Laínez,806796619,Start,,
45329,South Korean,Park Chung-hee,806801805,Start,,
45403,Ossetian,Anatoly Bibilov,806832826,Start,,
45429,South Korean,Chun Doo-hwan,806846283,Start,,
45443,Czech Republic,Bohuslav Svoboda,806850638,Start,,
45450,South Korean,Roh Moo-hyun,806852494,Start,,
45493,Hondura,Ana Julia García,806875293,Start,,
45497,Czech Republic,Miroslava Němcová,806876791,Start,,
45534,Czech Republic,Zbyněk Stanjura,806900987,Start,,
45540,Omani,Qaboos bin Said al Said,806904421,Start,,
45547,Faroese,Katrin Kallsberg,806909915,Start,,
45588,Palestinian Territory,Ismail Haniyeh,806939531,Start,,
45593,"Congo, Dem. Rep. of",Jean-Chrysostome Werengemere,806947596,Start,,
45594,Hondura,Francisco Ferrera,806948506,Start,,
45608,Salvadoran,Vanda Pignato,806958982,Start,,
45618,Ivorian,Guillaume Soro,806973935,Start,,
45638,Czech Republic,Drahomíra Miklošová,806988445,Start,,
45641,Czech Republic,Václav Klaus Jr.,806991412,Start,,
45704,South Korean,Lee Jung-hee,807021657,Start,,
45711,South Korean,Song Yo-chan,807029190,Start,,
45738,South Korean,Kitack Lim,807057020,Start,,
45741,Czech Republic,Dominik Feri,807058182,Start,,
45748,South Korean,Park Geun-hye,807060237,Start,,
45800,Rhodesian,Garfield Todd,807097467,Start,,
45811,Czech Republic,Alexandra Udženija,807102237,Start,,
45838,South Korean,Do Jong-hwan,807122658,Start,,
45879,South Korean,Assassination of Park Chung-hee,807142261,Start,,
45915,Ivorian,Laurent Gbagbo,807159456,Start,,
45917,Rhodesian,Douglas Hamilton Ritchie,807159903,Start,,
45919,Rhodesian,Godfrey Huggins,807160082,Start,,
45956,Swaziland,Maphevu Dlamini,807175486,Start,,
45961,Salvadoran,José María Lemus,807175924,Start,,
45966,Samoan,William Sio,807177019,Start,,
45979,Chechen,Idris Gaibov,807180397,Start,,
46006,"Congo, Dem. Rep. of",Jean-Pierre Bemba,807193274,Start,,
46019,Saint Lucian,Guy Joseph,807198874,Start,,
46046,Salvadoran,Salvador Sánchez Cerén,807210786,Start,,
46108,"Congo, Dem. Rep. of",Jason Sendwe,807243537,Start,,
46144,"Congo, Dem. Rep. of",Gérard Kamanda wa Kamanda,807258156,Start,,
46165,South African Republic,Piet Joubert,807269619,Start,,
46176,"Congo, Dem. Rep. of",Patrice Lumumba,807273861,Start,,
46189,Rhodesian,George Hackwill,807283218,Start,,
46206,Cape Colony,George Grey,807290539,Start,,
46214,Ivorian,Patrick Achi,807296683,Start,,
46215,Faroese,H. C .W. Tórgarð,807297374,Start,,
46270,Cape Colony,Peregrine Maitland,807330872,Start,,
46277,Czech Republic,Ivan Pilný,807333095,Start,,
46283,Czech Republic,Marta Semelová,807334610,Start,,
46285,Czech Republic,Daniel Herman,807334657,Start,,
46324,Czech Republic,Jan Hamáček,807353609,Start,,
46329,Chechen,Ruslan Alikhadzhiyev,807354708,Start,,
46345,Czech Republic,Michal Horáček,807358143,Start,,
46361,Palestinian Territory,Nizar Rayan,807364845,Start,,
46395,Czech Republic,Václav Klaus,807382193,Start,,
46426,Czech Republic,Martin Kuba,807394304,Start,,
46428,Czech Republic,Martin Říman,807394725,Start,,
46443,Czech Republic,Kateřina Valachová,807399097,FA,,
46450,Cape Colony,Thomas Francis Wade,807401513,FA,,
46460,South Korean,Geum Min,807404528,FA,,
46493,Czech Republic,Vladimír Tošovský,807415625,FA,,
46494,Czech Republic,Pavel Svoboda,807416099,FA,,
46506,Czech Republic,Petr Fiala,807420515,FA,,
46512,South Korean,Nam Duck-woo,807423123,FA,,
46521,Rhodesian,Henry Everard,807425613,FA,,
46523,Rhodesian,John Wrathall,807425747,FA,,
46549,Palestinian Territory,Haifa al-Agha,807439836,FA,,
46571,Palestinian Territory,Mahmoud al-Zahar,807444564,FA,,
46580,Hondura,Juan Ángel Arias Boquín,807445333,FA,,
46582,Hondura,Francisco Zelaya y Ayes,807445395,FA,,
46596,Omani,Haitham bin Tariq Al Said,807451487,FA,,
46600,Chechen,Ruslan Yamadayev,807454176,FA,,
46627,Palestinian Territory,Hakam Balawi,807459429,FA,,
46639,Czech Republic,Vladimír Špidla,807462107,FA,,
46642,Palestinian Territory,Yunis Al Astal,807462818,FA,,
