country,article_name,revision_id,article_quality
Poland,Albin Dunajewski,699341077,Stub
Kenya,Sospeter Machage,699341277,Stub
Poland,Franciszek Bajorek,699359388,Stub
Tunisia,Mohamed Charfi,699363937,Stub
Australia,Don Ferguson (South Australian politician),699385095,Stub
Australia,Keith Plunkett,699387282,Stub
Australia,Kym Mayes,699387500,Stub
Australia,Max Brown (politician),699387764,Stub
United States,Wyllys–Haynes family,699520934,Stub
Russia,Viktor Anpilov,699565471,Stub
Ireland,Derek Nally,699589239,Stub
Albania,Fiqirete Shehu,699674395,Stub
China,Fan Chuo (Tang dynasty),699691415,Stub
Nicaragua,Óscar Moncada,699692070,Stub
East Timorese,José Abel,699698855,Stub
Yemen,Yahya Al-Mutawakel,699698896,Stub
Mexico,Óscar González (politician),699700649,Stub
Tanzania,Rosebud Kurwijila,699701755,Stub
Romania,Constantin Angelescu,699739069,Stub
Bulgaria,Ivan Marazov,699876153,Stub
New Zealand,William Henry Dillon Bell,699931269,Stub
Maldives,Ibrahim Ismail (politician),699979806,Stub
Pakistan,Choudry Mohammad Sadiq,700002117,Stub
Finland,William Lundström,700027061,Stub
Australia,Ivon Wardle,700061282,Stub
France,Alexandre-François Vivien,700172278,Stub
Sweden,Andrea Törnestam,700180948,Stub
South Sudan,Natisio Loluke,700307974,Stub
South Sudan,Teker Riek Dong,700312550,Stub
Australia,Sydney Innes-Noad,700355020,Stub
Australia,Joseph Beeston,700355034,Stub
Australia,John Hall (New South Wales politician),700355073,Stub
Faroese,Tórbjørn Poulsen,700400143,Stub
Poland,Jacek Majchrowski,700445444,Stub
Portugal,Antão Martins Homem,700458967,Stub
France,Charles Chaumet,700474660,Stub
France,Albert Roussin,700475564,Stub
France,Léon Martin Fourichon,700476319,Stub
France,Louis Raymond de Montaignac de Chauvance,700476353,Stub
Germany,Fritz Heckert,700669417,Stub
China,Grand Empress Dowager Shangguan,700670718,Stub
Serbia,Zaharije Trnavčević,700719585,Stub
Egypt,Mohamed Kamel Leilah,700864508,Stub
Ukraine,Aleksandr Zolotarev,700932354,Stub
Taiwan,Timothy Ting,701014752,Stub
Bangladesh,Moinuddin Ahmed Chowdhury,701047665,Stub
Bangladesh,Dewan Farid Gazi,701048027,Stub
Palestinian Territory,Tawfik Tirawi,701106976,Stub
Luxembourg,Léon de la Fontaine,701219833,Stub
Latvia,Mārtiņš Antons,701394744,Stub
Latvia,Aigars Prūsis,701395219,Stub
Nepal,Kumar Lingden,701431224,Stub
United States,Samuel R. Spencer,701437626,Stub
Suriname,Winston Jessurun,701452937,Stub
Belarus,Nikolay Goloded,701588716,Stub
Australia,Alfred Edwin Winter,701742218,Stub
Sierra Leone,Minkailu Bah,701745522,Stub
Faroese,Demmus Hentze,701771698,Stub
Brazil,Raimundo Colombo,701832149,Stub
Egypt,Khaled Dawoud,701871912,Stub
Estonia,Edgar V. Saks,701896358,Stub
Ghana,Samuel Yaw Adusei,701904302,Stub
Niger,List of Nigerien politicians,701961167,Stub
China,Zhao Xinchu,701998658,Stub
Nicaragua,Manuel Pérez (President of Nicaragua),702098995,Stub
Sweden,Tomas Bertelman,702258783,Stub
Myanmar,U Thaung (politician),702355716,Stub
Myanmar,Chan Nyein,702357552,Stub
Guinea,Barry Diawadou,702484294,Stub
Argentina,Antonio Mucci,702509338,Stub
Sweden,Bengt Jönsson (Oxenstierna),702687818,Stub
Finland,Jacob Magnus Sprengtporten,702707688,Stub
Sweden,Johan Oxenstierna,702712670,Stub
Iraq,Hikmat Mizban Ibrahim al-Azzawi,702727008,Stub
Finland,Axel Lille,702729826,Stub
Sweden,Nils Jönsson (Oxenstierna),702740797,Stub
Russia,Mikhail Aleksandrovich Stakhovich,702832114,Stub
Sweden,Bo Holmberg,702875035,Stub
Finland,Lauri Kaijalainen,702893111,Stub
Austria,Hubert Gorbach,702930848,Stub
Russia,Sergei Ivanovich Tiulpanov,702949370,Stub
Germany,Veit Ludwig von Seckendorff,702964122,Stub
San Marino,Giovanni Lonfernini,702969677,Stub
Sweden,Mats Svegfors,702972334,Stub
Guinea,Lamine Sidimé,702973103,Stub
Grenada,Daniel Williams (governor-general),702974211,Stub
Spain,Nemesi Marqués Oste,702974510,Stub
Bolivia,Guillermo Lora,703029024,Stub
Niuean,Young Vivian,703037968,Stub
Iraq,Ahmed al-Barak,703053769,Stub
Iraq,Wael Abdul Latif,703053876,Stub
Iraq,Dara Nur al-Din,703053905,Stub
Iraq,Mufid Mohammad Jawad al-Jazairi,703054379,Stub
Iraq,Nuri Badran,703054420,Stub
Iraq,Abdel Amir Abbud Rahima,703054447,Stub
Iraq,Ali Faik al-Ghadban,703054465,Stub
Iraq,Khodayyir Abbas,703054481,Stub
Iraq,Hashim Abderrahman al-Shibli,703054542,Stub
Iraq,Rashad Mandan Omar,703054561,Stub
Iraq,Sami Azara al-Majun,703054581,Stub
Iraq,Kamel al-Kilani,703054633,Stub
Iraq,Mohammad Jassem Khodayyir,703054668,Stub
Costa Rica,Carlos Durán Cartín,703055426,Stub
Costa Rica,Aniceto Esquivel Sáenz,703055552,Stub
Sweden,Tommy Funebo,703060685,Stub
United States,Garrett D. Kinney,703098503,Stub
Bolivia,Manuel Isidoro Belzu,703105765,Stub
Ivorian,Noel Ahipeaud,703133769,Stub
Uruguay,Juan José de Amézaga,703183568,Stub
Colombia,Francisco Javier Zaldúa,703187650,Stub
United Kingdom,John Willard (Australian politician),703207074,Stub
Martinique,Claude Lise,703216645,Stub
France,"Charles Louis Bernard de Cléron, comte d'Haussonville",703222512,Stub
France,Philippe Massoni,703224305,Stub
Canada,David John Rankin,703226576,Stub
Poland,Aleksander Arendt,703296748,Stub
Poland,Bernard Szczęsny,703296780,Stub
Poland,Szczepan Lewna,703296853,Stub
Mexico,Miguel Cárdenas,703325745,Stub
Mauritania,Mohamed Lemine Ch'bih Ould Cheikh Melainine,703331074,Stub
Finland,Gun Carlson,703366953,Stub
Finland,Roger Jansson,703366980,Stub
Yemen,Muhammad Said al-Attar,703380433,Stub
Yemen,Hassan Muhammad Makki,703384635,Stub
Yemen,Kadhi Abdullah al-Hagri,703384656,Stub
United Kingdom,Alan Huckle,703385617,Stub
Russia,Sergei Zubatov,703386200,Stub
Finland,Olof Erland,703392035,Stub
Finland,Sune Eriksson,703392121,Stub
Sweden,Fredrik Gyllenborg,703401191,Stub
Germany,Bruno Erhard Abegg,703401364,Stub
France,Daniel Constantin (administrator),703403120,Stub
South Africa,Gert Rudolph,703405191,Stub
Austria,Anton von Winzor,703406889,Stub
Portugal,Francisco Lopes,703412803,Stub
Costa Rica,Alberto Oreamuno Flores,703416870,Stub
China,Zhang Anshi,703422434,Stub
France,Jacques Claude Beugnot,703423083,Stub
Carniolan,Simon Jenko,703436823,Stub
Cameroon,Nzo Ekangaki,703442039,Stub
Switzerland,Theodor Ab Yberg,703463813,Stub
South Korean,Park In-won,703478926,Stub
Chile,Manuel Montt,703494680,Stub
Uruguay,José Antonio Mora,703495399,Stub
Afghanistan,Faizanullah Faizan,703507854,Stub
Angola,Francisco Romão,703532164,Stub
Armenia,Ohannes Tchekidjian,703540064,Stub
Tuvalu,Lagitupu Tuilimu,703546632,Stub
Sweden,Hans von Dellingshausen,703547153,Stub
Poland,Cyryl Ratajski,703550487,Stub
Bosnia-Herzegovina,Dragan Mikerević,703551448,Stub
France,Émile Deschanel,703555897,Stub
Iceland,Ragnar Arnalds,703558722,Stub
Iceland,Sigurður Kári Kristjánsson,703558902,Stub
Iceland,Guðjón Arnar Kristjánsson,703559376,Stub
Iceland,Magnús Þór Hafsteinsson,703559571,Stub
Sweden,Lars Herman Gyllenhaal,703560413,Stub
New Zealand,Gregory Fortuin,703569338,Stub
Benin,Rogatien Biaou,703580130,Stub
South Africa,Charles Saunders (administrator),703652809,Stub
Saint Kitts and Nevis,Paul Southwell,703666654,Stub
China,Zheng Chenggong,703693244,Stub
Argentina,Manuel Guillermo Pinto,703707383,Stub
Lesotho,Mohlabi Tsekoa,703719281,Stub
Portugal,Jorge de Melo,703721936,Stub
San Marino,Giuseppe Arzilli,703726449,Stub
San Marino,Roberto Raschi,703726461,Stub
China,Huo Guang,703759447,Stub
Spain,Gomez das Mariñas,703773782,Stub
Saint Lucian,Petrus Compton,703819839,Stub
Ghana,Ernest Ako,703821686,Stub
Germany,Fritz Theilen,703857757,Stub
Finland,Juho Niukkanen,703874973,Stub
New Zealand,Alexander Creighton Arthur,703875077,Stub
Ethiopia,Abebe Aregai,703915721,Stub
Ukraine,Andriy Chornovil,703922417,Stub
Switzerland,Max Binder,703925527,Stub
Myanmar,Khin Htay Kywe,703937309,Stub
Myanmar,Myint Aung (MP),703937386,Stub
Gabon,Paul-Marie Yembit,704000120,Stub
Belgium,Jacques Germeaux,704001951,Stub
Ireland,Anthony Daly (Whiteboy),704004670,Stub
Colombia,Santos Acosta,704010140,Stub
Romania,Constantin Dăscălescu,704039294,Stub
Romania,Gheorghe Pop de Băsești,704047959,Stub
Nigeria,Henry Ajomale,704094181,Stub
Canada,Robert Melville Smith,704136762,Stub
Nigeria,Kolapo Ishola,704235837,Stub
Philippines,Batarah Shah Tengah,704358444,Stub
Nepal,Sita Subedi,704369545,Stub
Czech Republic,Jan Malypetr,704424304,Stub
Chile,Víctor Olea Alegría,704428239,Stub
Poland,Kazimierz Krasiński,704438564,Stub
France,Théophile Aube,704438953,Stub
France,Jean Marie Antoine de Lanessan,704451065,Stub
Poland,Stanisław Antoni Szczuka,704452023,Stub
Poland,Karol Marcinkowski,704455431,Stub
France,Louis-Lucien Klotz,704460602,Stub
Poland,Mirosław Dzielski,704467987,Stub
Slovakia,Peter Tatár,704476712,Stub
Iraq,Ali al-Haidari,704491213,Stub
Canada,Myra Freeman,704516768,Stub
Poland,Ewaryst Estkowski,704529226,Stub
Poland,Tytus Działyński,704529261,Stub
Poland,Maksymilian Jackowski,704529371,Stub
Poland,Antoni Kraszewski,704529469,Stub
Germany,Ferdinand von Hansemann,704529565,Stub
Poland,Ludwik Mycielski,704529649,Stub
Poland,Andrzej Niegolewski,704529680,Stub
Poland,Władysław Niegolewski,704529707,Stub
Poland,Gustaw Potworowski,704529774,Stub
Poland,Piotr Wawrzyniak,704529947,Stub
Poland,Aniela Tułodziecka,704529983,Stub
Germany,Heinrich von Tiedemann,704530012,Stub
Poland,Roman Szymański,704530050,Stub
Poland,Florian Stablewski,704530111,Stub
Poland,Walenty Stefański,704530148,Stub
Poland,Karol Rzepecki,704530193,Stub
Poland,Edward Raczyński (1786–1845),704530253,Stub
Colombia,Luis Eduardo Garzón,704569851,Stub
Finland,Lasse Wiklöf,704575541,Stub
Japan,Mōri Gorō,704596904,Stub
Russia,Magomed Omarov (politician),704597450,Stub
Argentina,Danilo Baroni,704600764,Stub
Iraq,Abdul Razak al-Hashimi,704611447,Stub
Bolivia,Mario Monje,704636414,Stub
South African Republic,Thomas François Burgers,704636517,Stub
Jamaica,Sam Brown (Rastafari),704651379,Stub
Iraq,Nehro Mohammed,704668476,Stub
China,Zhou Jiannan,704676106,Stub
Sweden,Sten Wahlund,704689916,Stub
Nigeria,Philip O. Emafo,704719275,Stub
Iceland,Árni Sigfússon,704744768,Stub
France,Pierre Mazeaud,704745155,Stub
Kyrgyzstan,Amangeldy Muraliyev,704772645,Stub
Liberia,Thomas Nimely,704779585,Stub
Hondura,Céleo Arias,704789339,Stub
Germany,Karl Zell,704816808,Stub
Switzerland,Pierre Muller,704830391,Stub
France,Jules Develle,704833506,Stub
Hungary,Ferenc Münnich,704859854,Stub
Hungary,Antal Dovcsák,704860350,Stub
Finland,Irina Krohn,704866062,Stub
Argentina,Oscar Alende,704875463,Stub
Spain,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",704888246,Stub
Israel,Uriel Yitzhaki,704893591,Stub
Russia,Mikhail Lapshin,704897187,Stub
Denmark,Carl Edvard Rotwitt,704906631,Stub
Denmark,Christian Emil Krag-Juel-Vind-Frijs,704909164,Stub
Denmark,Ludvig Holstein-Holsteinborg,704909244,Stub
Denmark,Christen Andreas Fonnesbech,704909670,Stub
Fiji,Josefa Dimuri,704914179,Stub
Denmark,Tage Reedtz-Thott,704916318,Stub
Denmark,Hugo Egmont Hørring,704916375,Stub
Denmark,Johan Henrik Deuntzer,704917703,Stub
Samoan,James Ah Koy,704919844,Stub
Denmark,Frode Sørensen (politician),704929287,Stub
Russia,Pyotr Krasikov,704933176,Stub
Denmark,Christian Ulrik Gyldenløve,704936337,Stub
Abkhazia,Zaur Ardzinba,704938340,Stub
Brazil,Israel Pinheiro da Silva,704954450,Stub
Chile,Germán Riesco,704966834,Stub
Poland,Władysław Stanisław Zamoyski,704971958,Stub
Poland,Roman Sołtyk,704981447,Stub
Iraq,Muhammed Ibrahim al-Juraissey,704981869,Stub
Switzerland,Peter Friederich,704987150,Stub
Brazil,Augusto Farias,705001594,Stub
United Kingdom,George Durant,705015595,Stub
Poland,Antoni Jan Ostrowski,705017090,Stub
Poland,Franciszek Ksawery Godebski,705038435,Stub
Serbia,Jakov Nenadović,705046546,Stub
Bosnia-Herzegovina,Šahbaz Džihanović,705071250,Stub
Czech Republic,Emanuel Moravec,705080136,Stub
Cyprus,Salih Usar,705088060,Stub
Croatia,Silvije Degen,705106158,Stub
Australia,Joan Coxsedge,705111781,Stub
Russia,Anatoly Bykov,705119502,Stub
Chile,Juan Luis Sanfuentes,705122808,Stub
Argentina,Roberto Lavagna,705167083,Stub
Costa Rica,António Pinto Soares,705177330,Stub
Ecuador,Vicente Lucio Salazar,705180584,Stub
Malaysia,Husein Hasanally Abdoolcader,705200309,Stub
Cyprus,Osman Ertuğ,705200468,Stub
Cyprus,Eşref Vaiz,705202080,Stub
Cyprus,Hüseyin Öztoprak,705202157,Stub
Russia,Alexander Filatov,705204037,Stub
Argentina,Ginés González García,705206510,Stub
Sweden,Birger Brosa,705206616,Stub
Fiji,Niko Nawaikula,705212313,Stub
New Zealand,Charles Bellringer,705213504,Stub
Samoan,Va'aelua Eti Alesana,705218371,Stub
Mali,Sidibe Korian Sidibe,705222873,Stub
Chile,Germán Ignacio Riesco,705226005,Stub
Germany,Max Maurenbrecher,705228603,Stub
South Sudan,Patrick Raphael,705236060,Stub
Spain,Montserrat Gibert,705244503,Stub
Canada,Evelyn Shannon,705247791,Stub
Fiji,Injimo Managreve,705254033,Stub
Egypt,Ihab el-Sherif,705264062,Stub
Poland,Tomasz Sołtyk,705267741,Stub
Panama,Ricardo Arias,705267817,Stub
Panama,José Ramón Guizado,705267832,Stub
Panama,Domingo Díaz Arosemena,705268153,Stub
Panama,Enrique Adolfo Jiménez,705268171,Stub
Panama,Ezequiel Fernández,705268248,Stub
Panama,Ernesto Tisdel Lefevre,705268496,Stub
Panama,Pedro Antonio Díaz,705268522,Stub
Panama,Ciro Luis Urriola,705268536,Stub
Panama,Pablo Arosemena,705268645,Stub
Italy,Uguccione della Faggiuola,705272416,Stub
Sweden,Fredrik Ström,705274650,Stub
Austria,Rudolf Brestel,705277835,Stub
Poland,Kazimierz Kierzkowski,705286745,Stub
Colombia,Luis López de Mesa,705288012,Stub
Colombia,Gerardo Molina,705288814,Stub
Norway,Torstein Dahle,705293831,Stub
Iceland,Steinunn Valdís Óskarsdóttir,705301730,Stub
Italy,Antonio Berti (senator),705322126,Stub
Croatia,Božidar Adžija,705332341,Stub
Hondura,Juan Francisco de Molina,705346284,Stub
Hondura,Felipe Neri Medina,705346304,Stub
Hondura,Mariano Garrigó,705346378,Stub
Hondura,José María Bustillo (Honduran),705346396,Stub
Hondura,Francisco Gómez (acting president),705346462,Stub
Hondura,Salvador Aguirre (Honduras),705346724,Stub
Hondura,Francisco Bográn,705346741,Stub
Nicaragua,Evaristo Rocha,705346794,Stub
Nicaragua,Joaquín del Cosío,705346842,Stub
Nicaragua,Tomás Valladares,705346888,Stub
Nicaragua,Juan de Dios Orozco,705346938,Stub
Nicaragua,Silvestre Selva,705346996,Stub
Nicaragua,José León Sandoval,705347018,Stub
Nicaragua,Toribio Terán,705347032,Stub
Nicaragua,Benito Rosales,705347050,Stub
Nicaragua,Norberto Ramírez,705347079,Stub
Nicaragua,Justo Abaunza,705347109,Stub
Nicaragua,Laureano Pineda,705347141,Stub
Nicaragua,José de Jesús Alfaro,705347152,Stub
Nicaragua,Fruto Chamorro,705347173,Stub
Nicaragua,Tomás Martínez,705347224,Stub
Nicaragua,Fernando Guzmán Solórzano,705347243,Stub
Nicaragua,Pedro Joaquín Chamorro Alfaro,705349064,Stub
Nicaragua,Joaquín Zavala,705349092,Stub
Nicaragua,Evaristo Carazo,705349139,Stub
Nicaragua,Nicolás Osorno,705349167,Stub
Nicaragua,Salvador Machado,705349213,Stub
Mexico,Manuel Vizcarra,705353421,Stub
Salvadoran,Fermín Palacios,705353491,Stub
Salvadoran,Eugenio Aguilar,705353565,Stub
Salvadoran,Tomás Medina,705353584,Stub
Salvadoran,Ramón Rodríguez (Salvadoran politician),705353647,Stub
Salvadoran,Vicente Gómez,705353678,Stub
Salvadoran,Lorenzo Zepeda,705353843,Stub
Salvadoran,José María Peralta,705353896,Stub
Salvadoran,Francisco Menéndez,705353975,Stub
Salvadoran,Pedro José Escalón,705354095,Stub
Salvadoran,Fernando Figueroa,705354112,Stub
Salvadoran,Carlos Meléndez (politician),705354212,Stub
Croatia,Ognjen Prica,705360501,Stub
Croatia,Otokar Keršovani,705360606,Stub
Ecuador,Rafael Carvajal,705361515,Stub
Ecuador,Rafael Pólit,705361631,Stub
Ecuador,Gonzalo Córdova,705361890,Stub
Ecuador,Alberto Guerrero Martínez,705361977,Stub
Ecuador,Andrés Córdova,705362182,Stub
Ecuador,Ramón Castro Jijón,705362274,Stub
Paraguay,Manuel Antonio Ortiz,705363525,Stub
Paraguay,Carlos Loizaga,705363610,Stub
Paraguay,José Díaz de Bedoya,705363657,Stub
Paraguay,Patricio Escobar,705363872,Stub
Paraguay,Juan Gualberto González,705363891,Stub
Austria,Baron Alexander von Bach,705369652,Stub
Peru,Jaime Zea,705381218,Stub
Germany,Georg Bernhard Bilfinger,705383874,Stub
Salvadoran,Fabio Castillo Figueroa,705385310,Stub
Canada,George Little (Manitoba politician),705386024,Stub
"Congo, Dem. Rep. of",Eugène Diomi Ndongala Nzomambu,705390654,Stub
Senegal,Landing Badji,705395252,Stub
Gambia,Omar Gassama,705395257,Stub
Croatia,Krešimir Ćosić (politician),705397692,Stub
Costa Rica,Manuel Mora,705402311,Stub
Luxembourg,François Biltgen,705409866,Stub
"Korea, South",An Chang-ryon,705419921,Stub
"Korea, South",An Myong-ok,705420162,Stub
"Korea, South",An Yong-hyon,705420173,Stub
"Korea, South",Paek Se-yun,705426676,Stub
"Korea, South",Pak Chang-sik,705426756,Stub
"Korea, South",Paek Se-bong,705426772,Stub
Martinique,President of the General Council of Martinique,705428274,Stub
Denmark,Tom Høyem,705431624,Stub
Chad,Othman I,705432607,Stub
Fiji,Mick Beddoes,705433513,Stub
Iraq,Dhari Ali al-Fayadh,705434314,Stub
Canada,Michael Rojeski,705436088,Stub
Luxembourg,Mars Di Bartolomeo,705459067,Stub
Luxembourg,Henri Grethen,705460148,Stub
Luxembourg,Lucien Lux,705460585,Stub
Poland,Michał Grażyński,705467367,Stub
Chile,Francisco de la Lastra,705490419,Stub
Myanmar,Khin Maung Swe,705518003,Stub
Russia,Vladimir Laptev,705518883,Stub
Iran,Mohammad Saeedi,705527296,Stub
China,Chen Lei (Heilongjiang),705528950,Stub
Canada,Gudmundur Fjelsted,705539849,Stub
Estonia,Hannes Maasel,705543133,Stub
Sweden,Otto Grimlund,705546376,Stub
Canada,Samuel Fletcher,705547266,Stub
Iceland,Bergur Sigurbjörnsson,705550209,Stub
Bosnia-Herzegovina,Johann von Appel,705557717,Stub
Switzerland,Kurt Meyer (Lucerne),705570766,Stub
Bosnia-Herzegovina,Rodoljub Čolaković,705579844,Stub
Fiji,Antonio Tanaburenisau,705585115,Stub
Nigeria,Gidado dan Laima,705586751,Stub
Angola,Osvaldo de Jesus Serra Van-Dúnem,705597487,Stub
Hungary,Moritz Wahrmann,705601685,Stub
India,Lalhmingthanga,705607317,Stub
India,Srirang Narvekar,705607410,Stub
Brazil,Ana Rita Esgário,705619664,Stub
Moldova,Elena Bomeshko,705622230,Stub
Bosnia-Herzegovina,Darko Matijašević,705622580,Stub
Peru,Allan Wagner Tizón,705631918,Stub
Morocco,Bouchaib Benlabsir,705653632,Stub
Liberia,George Boley,705700815,Stub
Myanmar,Aye Tha Aung,705706890,Stub
"Congo, Dem. Rep. of",Théophile Mbemba Fundu,705707214,Stub
Benin,Seïdou Mama Sika,705720356,Stub
"Congo, Dem. Rep. of",Ntumba Luaba,705723187,Stub
"Congo, Dem. Rep. of",Myra Ndjoku Manianga,705723441,Stub
Argentina,Alfredo Palacios,705726893,Stub
Mexico,Antonio Carrillo Flores,705727586,Stub
Argentina,Héctor Icazuriaga,705736835,Stub
Argentina,Hugo Anzorreguy,705736979,Stub
Argentina,Miguel Ángel Toma,705737107,Start
Argentina,Jorge Domínguez (politician),705746468,Start
Fiji,Sela Nanovo,705765669,Start
Fiji,Taito Waqavakatoga,705765780,Start
Belgium,Fons Borginon,705775235,Start
Haiti,Luc Mesadieu,705776541,Start
Russia,Nikolay Dudov,705817095,Start
Germany,Rudi Mittig,705842209,Start
Russia,Nikolay Shaklein,705870505,Start
Cyprus,Reşat Çağlar,705878369,Start
Russia,Mikhail Prusak,705882918,Start
Russia,Alexey Chernyshyov,705883069,Start
United States,Gregory Schulte,705886439,Start
Netherlands,Gaspar Fagel,705901879,Start
South Africa,Swelethu Madasa,705904127,Start
Algeria,Ahmed Attaf,705910185,Start
Austria,Peter Jankowitsch,705911885,Start
France,Bernard Stasi,705915804,Start
Ukraine,Petro Franko,705920025,Start
Spain,Bernardino de Mendoza,705924460,Start
Belarus,Vilhelm Knorin,705924765,Start
Somalia,Mohamed Hashi,705925026,Start
Iceland,Sigurrós Þorgrímsdóttir,705927033,Start
San Marino,Claudio Muccioli,705929702,Start
Brazil,Benjamin Zymler,705951934,Start
Pakistan,Sughra Imam,705953821,Start
Haiti,Rigaud Duplan,705960229,Start
Tanzania,Remidus E. Kissassi,705961390,Start
China,Empress Yan Ji,705968296,Start
Myanmar,John Richard Donovan Glascott,705980040,Start
China,Ren Renfa,705986322,Start
Hungary,Géza Malasits,705993227,Start
Italy,Ernesto Rossi (politician),706015433,Start
Russia,Nikolay Bogachyov,706047516,Start
South Africa,Adam Kok III,706049252,Start
Kyrgyzstan,Tynychbek Akmatbayev,706066998,Start
Denmark,Klaus Bondam,706067548,Start
Vietnam,Vũ Khoan,706073156,Start
Finland,Kaisa Leka,706085467,Start
Mexico,Pedro Cerisola,706100027,Start
Afghanistan,Mohammad Fahim Dashty,706112927,Start
Bulgaria,Stoyan Alexandrov,706114162,Start
Liberia,David Farhat,706114442,Start
